type_of_reference,primary_title,paper_type,doi,authors,year,abstract,dataset
JOUR,positional analysis of body composition using dual-energy x-ray absorptiometry in national collegiate athletic association division i football and men's lacrosse,review,10.1519/JSC.0000000000003669,"['Zabriskie, Hannah A', 'Dobrosielski, Devon A', 'Leppert, Kyle M', 'Droege, Aaron J', 'Knuth, Nicolas D', 'Lisman, Peter J']",2022,"ABSTRACT: Zabriskie, HA, Dobrosielski, DA, Leppert, KM, Droege, AJ, Knuth, ND, and Lisman, PJ. Positional analysis of body composition using dual-energy X-ray absorptiometry in National Collegiate Athletic Association Division I football and men's lacrosse. J Strength Cond Res 36(6): 1699-1707, 2022-Despite the widespread use of dual-energy X-ray absorptiometry (DXA), few studies have examined differences in body composition between positions within sports and none have reported DXA-derived body composition reference values for men's lacrosse. The purpose of this study was to examine differences in measures of total and regional body composition and bone mineral density (BMD) using DXA across sport positions in a large cohort of National Collegiate Athletic Association Division I male lacrosse and football players. A total of 294 male athletes (football, n = 196; lacrosse, n = 98) underwent DXA. One-way analysis of variance or Kruskal-Wallis tests were used to examine whether body composition variables differed by sports position. In football, position was a significant determinant for every compositional variable in football athletes (all, p < 0.05; effect size range = 0.24-0.79). Offensive linemen had the highest total body fat percentage (30.1 +/- 2.9%), followed by fullbacks (26.7 +/- 3.3%) and defensive linemen (24.6 +/- 5.7%); wide receivers had the lowest (14.5 +/- 2.1%). For total body BMD, defensive linemen had the highest (1.70 +/- 0.09 g.cm-3), followed by linebackers (1.67 +/- 0.09 g.cm-3) and offensive linemen (1.65 +/- 0.09 g.cm-3); kickers had the lowest (1.45 +/- 0.11 g.cm-3) BMD. In lacrosse, no differences were found between positions for any total or regional body composition and BMD measure (all, p > 0.05). Our data confirm that total and regional measures of body composition and BMD vary across positions in football but not in men's lacrosse. Unlike football, similarities in body composition among lacrosse players may indicate that the uniformity of training demands or preferred player attributes in team selection outweigh the unique positional demands in gameplay. Copyright © 2020 National Strength and Conditioning Association.",ovid
JOUR,prenatal and neonatal bone health: updated review on early identification of newborns at high risk for osteopenia,review,,"['Perrone, Serafina', 'Caporilli, Chiara', 'Grassi, Federica', 'Ferrocino, Mandy', 'Biagi, Eleonora', 'Dell’Orto, Valentina', 'Beretta, Virginia', 'Petrolini, Chiara', 'Gambini, Lucia', 'Street, Maria Elisabeth']",2023,,goog
JOUR,proceedings of the 2022 santa fe bone symposium: current concepts in the care of patients with osteoporosis and metabolic bone diseases,review,10.1016/j.jocd.2022.10.002,"['Lewiecki, E. Michael', 'Bilezikian, John P.', 'Binkley, Neil', 'Bouxsein, Mary L.', 'Bukata, Susan V.', 'Dempster, David W.', 'Drake, Matthew T.', 'McClung, Michael R.', 'Miller, Paul D.', 'Rosenthal, Elisabeth', 'Tosi, Laura L.']",2022,"The 22nd Annual Santa Fe Bone Symposium (SFBS) was a hybrid meeting held August 5-6, 2022, with in-person and virtual attendees. Altogether, over 400 individuals registered, a majority of whom attended in-person, representing many states in the USA plus 7 other countries. The SFBS included 10 plenary presentations, 2 faculty panel discussions, satellite symposia, Bone Health & Osteoporosis Foundation Fracture Liaison Service Boot Camp, and a Project ECHO workshop, with lively interactive discussions for all events. Topics of interest included fracture prevention at different stages of life; how to treat and when to change therapy; skeletal health in cancer patients; advanced imaging to assess bone strength; the state of healthcare in the USA; osteosarcopenia; vitamin D update; perioperative bone health care; new guidelines for managing primary hyperparathyroidism; new concepts on bone modeling and remodeling; and an overview on the care of rare bone diseases, including hypophosphatasia, X-linked hypophosphatemia, tumor induced osteomalacia, osteogenesis imperfecta, fibrodysplasia ossificans progressiva, and osteopetrosis. The SFBS was preceded by the Santa Fe Fellows Workshop on Osteoporosis and Metabolic Bone Diseases, a collaboration of the Endocrine Fellows Foundation and the Osteoporosis Foundation of New Mexico. From the Workshop, 4 participating fellows were selected to give oral presentations at the bone symposium. These proceedings represent the clinical highlights of 2022 SFBS presentations and the discussions that followed, all with the aim of optimizing skeletal health and minimizing the consequences of fragile bones.",Scie
JOUR,"proceedings of the 2025 santa fe bone symposium: current concepts in the care of patients with osteoporosis, parathyroid disorders, and rare bone diseases",review,10.1016/j.jocd.2025.101628,"['Lewiecki, E. Michael', 'Adler, Robert A.', 'Anderson, Paul A.', 'Bilezikian, John P.', 'Dempster, David W.', 'Fazeli, Pouneh K.', 'McClung, Michael R.', 'Rush, Eric T.', 'Swanson, Christine M.', 'Tanner, S. Bobo']",2025,"The 2025 Santa Fe Bone Symposium (SFBS) was a combined in-person and virtual “hybrid” meeting based in Santa Fe, New Mexico, USA, on August 8-9, 2025. There were an equivalent number of in-person and remote attendees from throughout the USA and other countries. The SFBS was immediately preceded, on August 6-7, 2025, by the 2-day Endocrine Fellows Foundation-Santa Fe Bone Symposium Workshop on Metabolic Bone Diseases. This preceptorship included basic bone biology, osteoporosis, parathyroid and rare bone diseases. Most of the fellows attended the SFBS, for a total of 4 days of non-stop education in skeletal health. The topics covered at the SFBS included controversies and consensus in the use of dual-energy X-ray absorptiometry; management of osteoporosis medication side-effects; lessons learned from bone biopsies; osteoporosis in men and premenopausal women; update on treatment of rare bone diseases; parathyroid hormone and skeletal health; periprosthetic fractures; update on Bone Health ECHO; and much more. Ancillary events addressed issues such as bone health through the menopause transition, hypophosphatasia, X-linked hypophosphatemia, and osteoanabolic therapy for postmenopausal women with osteoporosis. This report of the proceedings of the 2025 SFBS summarizes the highlights and clinical insights of the plenary presentations.",Scie
CONF,quantitative musculoskeletal ultrasound,review,,"['Gitto, Salvatore', 'Messina, Carmelo', 'Vitale, Nicoló', 'Albano, Domenico', 'Sconfienza, Luca Maria']",2020,,goog
,radiofrequency echographic multi spectrometry-a novel tool in the diagnosis of osteoporosis and prediction of fragility fractures: a systematic review,review,10.3390/diagnostics15050555,"Ictoiu E, Vldulescu-Trandafir AI, Groeanu LM, Berghea F, Cobilinschi CO, Potcovaru CG, Blnescu AR, Bojinc VC.",2025,,pubm
JOUR,radiofrequency echographic multi spectrometry—a novel tool in the diagnosis of osteoporosis and prediction of fragility fractures: a systematic review,review,,"['Ic?toiu, Elena', 'Vl?dulescu-Trandafir, Andreea-Iulia', 'Gro?eanu, Laura-Maria', 'Berghea, Florian', 'Cobilinschi, Claudia-Oana', 'Potcovaru, Claudia-Gabriela', 'B?l?nescu, Andra-Rodica', 'Bojinc?, Violeta-Claudia']",2025,,goog
,radiofrequency echographic multi-spectrometry for the in-vivo assessment of bone strength: state of the art-outcomes of an expert consensus meeting organized by the eur,review,10.1007/s40520-019-01294-4,"Diez-Perez A, Brandi ML, Al-Daghri N, Branco JC, Bruyère O, Cavalli L, Cooper C, Cortet B, Dawson-Hughes B, Dimai HP, Gonnelli S, Hadji P, Halbout P, Kaufman JM, Kurth A, Locquet M, Maggi S, Matijevic R, Reginster JY, Rizzoli",2019,,pubm
JOUR,radiofrequency echographic multi-spectrometry for the in-vivo assessment of bone strength: state of the art—outcomes of an expert consensus meeting organized by the european,review,,"['Diez-Perez, Adolfo', 'Brandi, Maria Luisa', 'Al-Daghri, Nasser', 'Branco, Jaime C', 'Bruyère, Olivier', 'Cavalli, Loredana', 'Cooper, Cyrus', 'Cortet, Bernard', 'Dawson-Hughes, Bess', 'Dimai, Hans Peter']",2019,,goog
JOUR,radiofrequency echographic multi-spectrometry for the in-vivo assessment of bone strength: state of the art-outcomes of an expert consensus meeting organized by the european society for clinical and,review,10.1007/s40520-019-01294-4,"['Diez-Perez, A', 'Brandi, ML', 'Al-Daghri, N', 'Branco, JC', 'Bruyère, O', 'Cavalli, L', 'Cooper, C', 'Cortet, B', 'Dawson-Hughes, B', 'Dimai, HP', 'Gonnelli, S', 'Hadji, P', 'Halbout, P', 'Kaufman, JM', 'Kurth, A', 'Locquet, M', 'Maggi, S', 'Matijevic, R'",2019,,Webo
CONF,radiographer/radiologist education and learning in artificial intelligence (real-ai),review,,"['Doherty, Geraldine', 'Mc Laughlin, Laura', 'Rainey, Clare', 'Hughes, Ciara', 'Bond, RR', 'McConnell, Jonathan', 'McFadden, Sonyia']",2023,,goog
JOUR,radiomics in radiology,review,,"['Barcali, Eleonora']",2025,,goog
JOUR,stop the war on dxa!,review,10.1111/nyas.13707,"['Lewiecki, E Michael', 'Binkley, Neil', 'Bilezikian, John P']",2018,"Dual-energy X-ray absorptiometry (DXA) is a versatile technology that is widely used in clinical practice in the management of osteoporosis and other skeletal diseases. It is a safe and inexpensive procedure that measures bone mineral density (BMD) to diagnose osteoporosis, assess fracture risk, and monitor osteoporosis treatment. However, DXA has been subjected to recurring claims that it is overutilized, too expensive, and not helpful in patient management. In recent years, there has been a decline in the number of office-based DXA facilities, a reduction in BMD tests performed, and fewer women being diagnosed and treated for osteoporosis, despite aging of the population with more people at risk for fractures. Here, we identify some of the challenges to DXA, which in the aggregate amount to a disturbing war on DXA and, as a result, a threat to good patient care. We suggest potential strategies to restore DXA to its proper role in osteoporosis management. Copyright © 2018 New York Academy of Sciences.",ovid
GEN,system and method for assessing muscle function of a patient,review,,"['Wear, James', 'Muller, Serge', 'Payne, Randall', 'Markwardt, Paul']",,,goog
JOUR,ten tips on how to assess bone health in patients with chronic kidney disease,review,,"['Jørgensen, Hanne Skou', 'Lloret, Maria Jesús', 'Lalayiannis, Alexander D', 'Shroff, Rukshana', 'Evenepoel, Pieter']",2024,,goog
JOUR,the association between body composition using dual energy x-ray absorptiometry and type-2 diabetes: a systematic review and meta-analysis of observational studies,review,10.1038/s41598-019-49162-5,"['Gupta, Preeti', 'Lanca, Carla', 'Gan, Alfred T L', 'Soh, Pauline', 'Thakur, Sahil', 'Tao, Yijin', 'Kumari, Neelam', 'Man, Ryan E K', 'Fenwick, Eva K', 'Lamoureux, Ecosse L']",2019,"The association between objective measures of body composition (BC) with type 2 diabetes (T2DM) is inconclusive. We conducted a systematic review and meta-analysis to examine the association between several body composition (BC) indices assessed using dual energy X-ray absorptiometry (DXA), and T2DM. Using PRISMA guidelines, we searched for observational studies investigating BC measures, including total body fat mass (BFM), visceral fat mass (VFM), subcutaneous fat mass (SFM), and fat free mass (FFM); and T2DM. Of 670 titles initially identified, 20 were included. High VFM was consistently associated with T2DM. For every kg increase in VFM, the odds of having T2DM increased by two-fold for males (OR 2.28 [95% CI 1.42 to 3.65], p = 0.001) and more than 4-fold for females (OR 4.24 [1.64 to 11.02], p = 0.003). The presence of T2DM was associated with 2-fold higher odds of low FFM (OR 2.38 [1.44 to 3.95]). We found evidence that greater VFM is a risk factor for prevalent and incident T2DM. While the presence of T2DM is associated with reduced FFM; the relationship between FFM and BFM with T2DM remains unclear. Reducing VFM and increasing FFM through lifestyle changes may reduce the risk of T2DM and mitigate its deleterious effect on BC, respectively.",ovid
JOUR,the impact of zero gravity on human bone density-a literature review of spaceflight data,review,,"['Janakiraman, Arun', 'Sathishkumar, Joshitha', 'Singh, Narendar', 'Sekar, Mohanapriya']",2025,,goog
JOUR,the role of dxa bone density scans in the diagnosis and treatment of osteoporosis,review,10.1136/pgmj.2007.057505,"['Blake, Glen M', 'Fogelman, Ignac']",2007,"Dual energy x ray absorptiometry (DXA) scans to measure bone mineral density (BMD) at the spine and hip have an important role in the evaluation of individuals at risk of osteoporosis, and in helping clinicians advise patients about the appropriate use of antifracture treatment. Compared with alternative bone densitometry techniques, hip and spine DXA examinations have a number of advantages that include a consensus that BMD results can be interpreted using the World Health Organization T-score definition of osteoporosis, a proven ability to predict fracture risk, proven effectiveness at targeting antifracture therapies, and the ability to monitor response to treatment. This review discusses the evidence for these and other clinical aspects of DXA scanning, including its role in the new WHO algorithm for treating patients on the basis of their individual fracture risk.",ovid
